20

 1  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0     100
 0  1  0  0    0  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0     100
 0  0  1  0    0  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0     100
 0  0  0  1    0  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0     100

-1  0  0  0    3 -1  0  0   -1  0  0  0    0  0  0  0    0  0  0  0       0
 0  0  0  0   -1  3 -1  0    0 -1  0  0    0  0  0  0    0  0  0  0       0
 0  0  0  0    0 -1  3 -1    0  0 -1  0    0  0  0  0    0  0  0  0       0
 0  0  0  0    0  0 -1  2    0  0  0 -1    0  0  0  0    0  0  0  0       0

 0  0  0  0   -1  0  0  0    3 -1  0  0   -1  0  0  0    0  0  0  0       0
 0  0  0  0    0 -1  0  0   -1  4 -1  0    0 -1  0  0    0  0  0  0       0
 0  0  0  0    0  0 -1  0    0 -1  4 -1    0  0 -1  0    0  0  0  0       0
 0  0  0  0    0  0  0 -1    0  0 -1  3    0  0  0 -1    0  0  0  0       0

 0  0  0  0    0  0  0  0   -1  0  0  0    3 -1  0  0   -1  0  0  0       0
 0  0  0  0    0  0  0  0    0 -1  0  0   -1  4 -1  0    0 -1  0  0       0
 0  0  0  0    0  0  0  0    0  0 -1  0    0 -1  4 -1    0  0 -1  0       0
 0  0  0  0    0  0  0  0    0  0  0 -1    0  0 -1  3    0  0  0 -1       0

 0  0  0  0    0  0  0  0    0  0  0  0   -1  0  0  0    3 -1  0  0      40
 0  0  0  0    0  0  0  0    0  0  0  0    0 -1  0  0   -1  4 -1  0      40
 0  0  0  0    0  0  0  0    0  0  0  0    0  0 -1  0    0 -1  4 -1      40
 0  0  0  0    0  0  0  0    0  0  0  0    0  0  0 -1    0  0 -1  3      40



  100 -- x -- x -- x -- x --  40
         x -- x -- x -- x --  40
         x -- x -- x -- x --  40
         x -- x -- x -- x --  40

