20

 1  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0    0  0  0  0     100
-1  3 -1  0    0 -1  0  0    0  0  0  0    0  0  0  0    0  0  0  0       0
 0 -1  3 -1    0  0 -1  0    0  0  0  0    0  0  0  0    0  0  0  0       0
 0  0 -1  2    0  0  0 -1    0  0  0  0    0  0  0  0    0  0  0  0       0

-1  0  0  0    3 -1  0  0   -1  0  0  0    0  0  0  0    0  0  0  0       0
 0 -1  0  0   -1  4 -1  0    0 -1  0  0    0  0  0  0    0  0  0  0       0
 0  0 -1  0    0 -1  4 -1    0  0 -1  0    0  0  0  0    0  0  0  0       0
 0  0  0 -1    0  0 -1  3    0  0  0 -1    0  0  0  0    0  0  0  0       0

 0  0  0  0   -1  0  0  0    3 -1  0  0   -1  0  0  0    0  0  0  0       0
 0  0  0  0    0 -1  0  0   -1  4 -1  0    0 -1  0  0    0  0  0  0       0
 0  0  0  0    0  0 -1  0    0 -1  4 -1    0  0 -1  0    0  0  0  0       0
 0  0  0  0    0  0  0 -1    0  0 -1  3    0  0  0 -1    0  0  0  0       0

 0  0  0  0    0  0  0  0   -1  0  0  0    3 -1  0  0   -1  0  0  0       0
 0  0  0  0    0  0  0  0    0 -1  0  0   -1  4 -1  0    0 -1  0  0       0
 0  0  0  0    0  0  0  0    0  0 -1  0    0 -1  4 -1    0  0 -1  0       0
 0  0  0  0    0  0  0  0    0  0  0 -1    0  0 -1  3    0  0  0 -1       0

 0  0  0  0    0  0  0  0    0  0  0  0   -1  0  0  0    3 -1  0  0      20
 0  0  0  0    0  0  0  0    0  0  0  0    0 -1  0  0   -1  4 -1  0      20
 0  0  0  0    0  0  0  0    0  0  0  0    0  0 -1  0    0 -1  4 -1      20
 0  0  0  0    0  0  0  0    0  0  0  0    0  0  0 -1    0  0 -1  3      20



  100 -- x -- x -- x -- x --  20
    x -- x -- x -- x -- x --  20
    x -- x -- x -- x -- x --  20
    x -- x -- x -- x -- x --  20

